scenario_id,plan_id,rule_id,severity,message,year,month,source_id,actual,limit,excess
BASE,P4_full_adapted,INTRA_MONTH_PEAK,hard,"пик запаса внутри месяца 241.562 т превышает ёмкость хранилища ZBO modernization 120.0 т в 2039-12 (поставка одной партией в начале месяца; запас на начало 207.598 т, нетто-поступление 33.964 т, выдача 26.667 т)",2039,12,,241.561657,120.000000,121.561657
BASE,P4_full_adapted,STORAGE_OVERFLOW,hard,запас на конец месяца 219.770 т превышает ёмкость хранилища ZBO modernization 120.0 т в 2040-01,2040,1,,219.769993,120.000000,99.769993
BASE,P4_full_adapted,INTRA_MONTH_PEAK,hard,"пик запаса внутри месяца 252.270 т превышает ёмкость хранилища ZBO modernization 120.0 т в 2040-01 (поставка одной партией в начале месяца; запас на начало 214.895 т, нетто-поступление 37.375 т, выдача 32.500 т)",2040,1,,252.269993,120.000000,132.269993
BASE,P4_full_adapted,STORAGE_OVERFLOW,hard,запас на конец месяца 224.645 т превышает ёмкость хранилища ZBO modernization 120.0 т в 2040-02,2040,2,,224.644996,120.000000,104.644996
BASE,P4_full_adapted,INTRA_MONTH_PEAK,hard,"пик запаса внутри месяца 257.145 т превышает ёмкость хранилища ZBO modernization 120.0 т в 2040-02 (поставка одной партией в начале месяца; запас на начало 219.770 т, нетто-поступление 37.375 т, выдача 32.500 т)",2040,2,,257.144996,120.000000,137.144996
BASE,P4_full_adapted,STORAGE_OVERFLOW,hard,запас на конец месяца 229.520 т превышает ёмкость хранилища ZBO modernization 120.0 т в 2040-03,2040,3,,229.519998,120.000000,109.519998
BASE,P4_full_adapted,INTRA_MONTH_PEAK,hard,"пик запаса внутри месяца 262.020 т превышает ёмкость хранилища ZBO modernization 120.0 т в 2040-03 (поставка одной партией в начале месяца; запас на начало 224.645 т, нетто-поступление 37.375 т, выдача 32.500 т)",2040,3,,262.019998,120.000000,142.019998
BASE,P4_full_adapted,STORAGE_OVERFLOW,hard,запас на конец месяца 234.395 т превышает ёмкость хранилища ZBO modernization 120.0 т в 2040-04,2040,4,,234.395001,120.000000,114.395001
BASE,P4_full_adapted,INTRA_MONTH_PEAK,hard,"пик запаса внутри месяца 266.895 т превышает ёмкость хранилища ZBO modernization 120.0 т в 2040-04 (поставка одной партией в начале месяца; запас на начало 229.520 т, нетто-поступление 37.375 т, выдача 32.500 т)",2040,4,,266.895001,120.000000,146.895001
BASE,P4_full_adapted,STORAGE_OVERFLOW,hard,запас на конец месяца 239.270 т превышает ёмкость хранилища ZBO modernization 120.0 т в 2040-05,2040,5,,239.270003,120.000000,119.270003
BASE,P4_full_adapted,INTRA_MONTH_PEAK,hard,"пик запаса внутри месяца 271.770 т превышает ёмкость хранилища ZBO modernization 120.0 т в 2040-05 (поставка одной партией в начале месяца; запас на начало 234.395 т, нетто-поступление 37.375 т, выдача 32.500 т)",2040,5,,271.770003,120.000000,151.770003
BASE,P4_full_adapted,STORAGE_OVERFLOW,hard,запас на конец месяца 244.145 т превышает ёмкость хранилища ZBO modernization 120.0 т в 2040-06,2040,6,,244.145006,120.000000,124.145006
BASE,P4_full_adapted,INTRA_MONTH_PEAK,hard,"пик запаса внутри месяца 276.645 т превышает ёмкость хранилища ZBO modernization 120.0 т в 2040-06 (поставка одной партией в начале месяца; запас на начало 239.270 т, нетто-поступление 37.375 т, выдача 32.500 т)",2040,6,,276.645006,120.000000,156.645006
BASE,P4_full_adapted,STORAGE_OVERFLOW,hard,запас на конец месяца 249.020 т превышает ёмкость хранилища ZBO modernization 120.0 т в 2040-07,2040,7,,249.020009,120.000000,129.020009
BASE,P4_full_adapted,INTRA_MONTH_PEAK,hard,"пик запаса внутри месяца 281.520 т превышает ёмкость хранилища ZBO modernization 120.0 т в 2040-07 (поставка одной партией в начале месяца; запас на начало 244.145 т, нетто-поступление 37.375 т, выдача 32.500 т)",2040,7,,281.520009,120.000000,161.520009
BASE,P4_full_adapted,STORAGE_OVERFLOW,hard,запас на конец месяца 253.895 т превышает ёмкость хранилища ZBO modernization 120.0 т в 2040-08,2040,8,,253.895011,120.000000,133.895011
BASE,P4_full_adapted,INTRA_MONTH_PEAK,hard,"пик запаса внутри месяца 286.395 т превышает ёмкость хранилища ZBO modernization 120.0 т в 2040-08 (поставка одной партией в начале месяца; запас на начало 249.020 т, нетто-поступление 37.375 т, выдача 32.500 т)",2040,8,,286.395011,120.000000,166.395011
BASE,P4_full_adapted,STORAGE_OVERFLOW,hard,запас на конец месяца 258.770 т превышает ёмкость хранилища ZBO modernization 120.0 т в 2040-09,2040,9,,258.770014,120.000000,138.770014
BASE,P4_full_adapted,INTRA_MONTH_PEAK,hard,"пик запаса внутри месяца 291.270 т превышает ёмкость хранилища ZBO modernization 120.0 т в 2040-09 (поставка одной партией в начале месяца; запас на начало 253.895 т, нетто-поступление 37.375 т, выдача 32.500 т)",2040,9,,291.270014,120.000000,171.270014
BASE,P4_full_adapted,STORAGE_OVERFLOW,hard,запас на конец месяца 263.645 т превышает ёмкость хранилища ZBO modernization 120.0 т в 2040-10,2040,10,,263.645016,120.000000,143.645016
BASE,P4_full_adapted,INTRA_MONTH_PEAK,hard,"пик запаса внутри месяца 296.145 т превышает ёмкость хранилища ZBO modernization 120.0 т в 2040-10 (поставка одной партией в начале месяца; запас на начало 258.770 т, нетто-поступление 37.375 т, выдача 32.500 т)",2040,10,,296.145016,120.000000,176.145016
BASE,P4_full_adapted,STORAGE_OVERFLOW,hard,запас на конец месяца 268.520 т превышает ёмкость хранилища ZBO modernization 120.0 т в 2040-11,2040,11,,268.520019,120.000000,148.520019
BASE,P4_full_adapted,INTRA_MONTH_PEAK,hard,"пик запаса внутри месяца 301.020 т превышает ёмкость хранилища ZBO modernization 120.0 т в 2040-11 (поставка одной партией в начале месяца; запас на начало 263.645 т, нетто-поступление 37.375 т, выдача 32.500 т)",2040,11,,301.020019,120.000000,181.020019
BASE,P4_full_adapted,STORAGE_OVERFLOW,hard,запас на конец месяца 273.395 т превышает ёмкость хранилища ZBO modernization 120.0 т в 2040-12,2040,12,,273.395022,120.000000,153.395022
BASE,P4_full_adapted,INTRA_MONTH_PEAK,hard,"пик запаса внутри месяца 305.895 т превышает ёмкость хранилища ZBO modernization 120.0 т в 2040-12 (поставка одной партией в начале месяца; запас на начало 268.520 т, нетто-поступление 37.375 т, выдача 32.500 т)",2040,12,,305.895022,120.000000,185.895022
